team,slot,player,position,age,club,league,market_value_m,caps,goals,injury_status,expected_role,list_status,source_url,snapshot_date
Türkiye,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Türkiye,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Germany,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Curacao,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cote d'Ivoire,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Ecuador,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Netherlands,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Japan,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Sweden,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Tunisia,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Belgium,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Egypt,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
IR Iran,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
New Zealand,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Spain,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,21,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,22,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,23,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,24,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,25,,,,,,,,,unknown,squad,provisional,,2026-05-30
Cabo Verde,26,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,1,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,2,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,3,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,4,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,5,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,6,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,7,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,8,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,9,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,10,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,11,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,12,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,13,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,14,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,15,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,16,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,17,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,18,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,19,,,,,,,,,unknown,squad,provisional,,2026-05-30
Saudi Arabia,20,,,,,,,,,unknown,squad,provisional,,2026-05-30
